time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,gameId,playId,playDirection,route
2018-12-16T18:04:41.299Z,33.44,20.13,0.01,0.01,0.02,279.91,193.04,None,2555340,Kyler Fackrell,51,OLB,3,away,2018121603,105,right,
2018-12-16T18:04:41.299Z,27.08,27.64,0.54,2.56,0.08,102.75,179.45,None,2555418,Jordan Howard,24,RB,3,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.299Z,27.89,25.33,0.1,0.03,0.01,75.13,135.44,None,2558008,Mitchell Trubisky,10,QB,3,home,2018121603,105,right,
2018-12-16T18:04:41.299Z,38.36,17.54,0.14,0.07,0.01,259.12,171.33,None,2558119,Josh Jones,27,SS,3,away,2018121603,105,right,
2018-12-16T18:04:41.299Z,32.16,35.33,0.03,0.03,0.01,110.9,91.53,None,2558250,Tarik Cohen,29,RB,3,home,2018121603,105,right,GO
2018-12-16T18:04:41.299Z,33.66,45.45,0.31,0.37,0.03,268.03,168.13,None,2560755,Josh Jackson,37,CB,3,away,2018121603,105,right,
2018-12-16T18:04:41.299Z,39.21,13.06,0.23,0.57,0.03,286.38,216.5,None,2560952,Jaire Alexander,23,CB,3,away,2018121603,105,right,
2018-12-16T18:04:41.299Z,32.69,25.64,0,0,0,NA,NA,None,NA,Football,NA,,3,football,2018121603,105,right,
2018-12-16T18:04:41.400Z,33.47,31.05,0.11,0.05,0.03,238.13,285.73,None,80431,Clay Matthews,52,OLB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,46.94,29.6,0.87,1.44,0.08,290.63,31.52,None,2506789,Tramon Williams,38,CB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,36.57,27.74,0.14,0.2,0.03,269.32,182.96,None,2532928,Eddie Pleasant,35,SS,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,30.58,14.43,0,0,0,72.97,172.43,None,2543509,Allen Robinson,12,WR,4,home,2018121603,105,right,HITCH
2018-12-16T18:04:41.400Z,34.3,35.41,0.04,0.43,0,273.64,104.49,None,2543571,Bashaud Breeland,26,CB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,31.56,18.54,0,0,0,89.36,70.72,None,2550284,Trey Burton,80,TE,4,home,2018121603,105,right,IN
2018-12-16T18:04:41.400Z,31.2,44.91,0.05,0.04,0,82.72,239.87,None,2550617,Taylor Gabriel,18,WR,4,home,2018121603,105,right,GO
2018-12-16T18:04:41.400Z,36.58,24.6,0.18,1.62,0.02,92.39,346.37,None,2555161,Blake Martinez,50,ILB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,33.44,20.13,0.01,0.01,0.01,278.72,190.74,None,2555340,Kyler Fackrell,51,OLB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,27.08,27.55,0.99,3.46,0.09,102.75,179.32,None,2555418,Jordan Howard,24,RB,4,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.400Z,27.88,25.33,0.09,0.04,0.01,75.13,142.57,None,2558008,Mitchell Trubisky,10,QB,4,home,2018121603,105,right,
2018-12-16T18:04:41.400Z,38.36,17.53,0.12,0.04,0.01,260.72,181.21,None,2558119,Josh Jones,27,SS,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,32.16,35.34,0.02,0.03,0.01,110.9,90.61,None,2558250,Tarik Cohen,29,RB,4,home,2018121603,105,right,GO
2018-12-16T18:04:41.400Z,33.67,45.42,0.32,0.2,0.03,270.86,164.24,None,2560755,Josh Jackson,37,CB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,39.21,13.05,0.08,0.96,0.01,286.38,164.9,None,2560952,Jaire Alexander,23,CB,4,away,2018121603,105,right,
2018-12-16T18:04:41.400Z,32.69,25.64,0,0,0,NA,NA,None,NA,Football,NA,,4,football,2018121603,105,right,
2018-12-16T18:04:41.500Z,33.46,31.05,0.09,0.05,0.01,240.41,280.63,None,80431,Clay Matthews,52,OLB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,46.98,29.68,1.01,1.4,0.1,294.62,23.94,None,2506789,Tramon Williams,38,CB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,36.56,27.69,0.25,0.6,0.04,269.32,181.44,None,2532928,Eddie Pleasant,35,SS,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,30.58,14.43,0,0,0,72.97,173.19,None,2543509,Allen Robinson,12,WR,5,home,2018121603,105,right,HITCH
2018-12-16T18:04:41.500Z,34.31,35.41,0.09,0.43,0.01,272.26,65.35,None,2543571,Bashaud Breeland,26,CB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,31.56,18.54,0,0,0,89.36,70.16,None,2550284,Trey Burton,80,TE,5,home,2018121603,105,right,IN
2018-12-16T18:04:41.500Z,31.21,44.91,0.04,0.04,0.01,79.66,234.36,None,2550617,Taylor Gabriel,18,WR,5,home,2018121603,105,right,GO
2018-12-16T18:04:41.500Z,36.58,24.59,0.14,1.81,0.01,93.42,227.55,None,2555161,Blake Martinez,50,ILB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,33.44,20.12,0.01,0.01,0.01,278.72,187.78,None,2555340,Kyler Fackrell,51,OLB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,27.09,27.4,1.59,4.37,0.15,106.58,178.36,None,2555418,Jordan Howard,24,RB,5,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.500Z,27.89,25.33,0.07,0.04,0.01,75.13,139.05,None,2558008,Mitchell Trubisky,10,QB,5,home,2018121603,105,right,
2018-12-16T18:04:41.500Z,38.35,17.51,0.12,0.03,0.01,260.72,182.62,None,2558119,Josh Jones,27,SS,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,32.15,35.33,0.02,0.02,0,110.9,92,None,2558250,Tarik Cohen,29,RB,5,home,2018121603,105,right,GO
2018-12-16T18:04:41.500Z,33.68,45.41,0.18,0.44,0.01,272.67,144.49,None,2560755,Josh Jackson,37,CB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,39.23,13.05,0.18,1.2,0.02,285.66,76.61,None,2560952,Jaire Alexander,23,CB,5,away,2018121603,105,right,
2018-12-16T18:04:41.500Z,32.69,25.64,0,0,0,NA,NA,None,NA,Football,NA,,5,football,2018121603,105,right,
2018-12-16T18:04:41.599Z,33.45,31.05,0.09,0.06,0.01,243.49,279.96,None,80431,Clay Matthews,52,OLB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,47.02,29.78,1.13,1.24,0.11,299.29,19.4,None,2506789,Tramon Williams,38,CB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,36.56,27.65,0.41,1.05,0.05,268.3,180.56,None,2532928,Eddie Pleasant,35,SS,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,30.58,14.43,0,0,0,72.97,177.7,None,2543509,Allen Robinson,12,WR,6,home,2018121603,105,right,HITCH
2018-12-16T18:04:41.599Z,34.32,35.42,0.06,0.19,0.01,270.86,67.62,None,2543571,Bashaud Breeland,26,CB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,31.57,18.54,0,0,0,89.96,67.28,None,2550284,Trey Burton,80,TE,6,home,2018121603,105,right,IN
2018-12-16T18:04:41.599Z,31.21,44.9,0.04,0.04,0,81.88,233.77,None,2550617,Taylor Gabriel,18,WR,6,home,2018121603,105,right,GO
2018-12-16T18:04:41.599Z,36.56,24.56,0.47,2.16,0.04,92.83,199.23,None,2555161,Blake Martinez,50,ILB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,33.44,20.12,0.01,0.01,0,277.88,187.16,None,2555340,Kyler Fackrell,51,OLB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,27.09,27.21,2.1,4.47,0.19,107.54,179.19,None,2555418,Jordan Howard,24,RB,6,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.599Z,27.89,25.32,0.07,0.04,0.01,75.13,141.67,None,2558008,Mitchell Trubisky,10,QB,6,home,2018121603,105,right,
2018-12-16T18:04:41.599Z,38.35,17.51,0.11,0.04,0.01,261.57,183.87,None,2558119,Josh Jones,27,SS,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,32.15,35.33,0.02,0.02,0.01,109.87,97.34,None,2558250,Tarik Cohen,29,RB,6,home,2018121603,105,right,GO
2018-12-16T18:04:41.599Z,33.69,45.41,0.12,0.6,0.01,273.36,119.78,None,2560755,Josh Jackson,37,CB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,39.25,13.06,0.29,1.16,0.02,284.94,67.64,None,2560952,Jaire Alexander,23,CB,6,away,2018121603,105,right,
2018-12-16T18:04:41.599Z,32.69,25.64,0,0,0,NA,NA,None,NA,Football,NA,,6,football,2018121603,105,right,
2018-12-16T18:04:41.700Z,33.43,31.05,0.1,0.07,0.02,246.27,277.92,None,80431,Clay Matthews,52,OLB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,47.06,29.89,1.17,0.87,0.12,300.93,17.25,None,2506789,Tramon Williams,38,CB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,36.56,27.6,0.57,1.42,0.05,268.3,180.54,None,2532928,Eddie Pleasant,35,SS,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,30.58,14.43,0,0,0,72.97,180.46,None,2543509,Allen Robinson,12,WR,7,home,2018121603,105,right,HITCH
2018-12-16T18:04:41.700Z,34.31,35.42,0.01,0.08,0,272.62,62.34,None,2543571,Bashaud Breeland,26,CB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,31.56,18.54,0,0,0,89.96,63.34,None,2550284,Trey Burton,80,TE,7,home,2018121603,105,right,IN
2018-12-16T18:04:41.700Z,31.21,44.9,0.03,0.03,0,81.88,230.72,None,2550617,Taylor Gabriel,18,WR,7,home,2018121603,105,right,GO
2018-12-16T18:04:41.700Z,36.55,24.5,0.73,2.27,0.06,92,195.89,None,2555161,Blake Martinez,50,ILB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,33.44,20.12,0,0.01,0,277.88,189.02,None,2555340,Kyler Fackrell,51,OLB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,27.08,26.96,2.62,4.13,0.25,109.34,180.63,None,2555418,Jordan Howard,24,RB,7,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.700Z,27.89,25.32,0.07,0.05,0.01,73.43,142.93,None,2558008,Mitchell Trubisky,10,QB,7,home,2018121603,105,right,
2018-12-16T18:04:41.700Z,38.35,17.49,0.12,0.05,0.02,261.57,185.28,None,2558119,Josh Jones,27,SS,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,32.16,35.32,0.02,0.02,0.01,109.87,102.66,None,2558250,Tarik Cohen,29,RB,7,home,2018121603,105,right,GO
2018-12-16T18:04:41.700Z,33.69,45.39,0.13,0.34,0.02,275.83,150.15,None,2560755,Josh Jackson,37,CB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,39.29,13.06,0.4,1.01,0.04,282.81,76,None,2560952,Jaire Alexander,23,CB,7,away,2018121603,105,right,
2018-12-16T18:04:41.700Z,32.69,25.64,0,0,0,NA,NA,None,NA,Football,NA,,7,football,2018121603,105,right,
2018-12-16T18:04:41.799Z,33.43,31.04,0.08,0.06,0.01,248.35,274.12,None,80431,Clay Matthews,52,OLB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,47.09,29.99,1.13,0.35,0.11,298.59,17.57,None,2506789,Tramon Williams,38,CB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,36.56,27.53,0.7,1.35,0.06,267.46,180.69,None,2532928,Eddie Pleasant,35,SS,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,30.58,14.44,0,0,0,72.97,190.54,None,2543509,Allen Robinson,12,WR,8,home,2018121603,105,right,HITCH
2018-12-16T18:04:41.799Z,34.31,35.42,0.02,0.09,0.01,273.29,310.4,None,2543571,Bashaud Breeland,26,CB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,31.56,18.54,0,0,0,89.96,56.87,None,2550284,Trey Burton,80,TE,8,home,2018121603,105,right,IN
2018-12-16T18:04:41.799Z,31.23,44.9,0.02,0.02,0.02,73.19,216.04,None,2550617,Taylor Gabriel,18,WR,8,home,2018121603,105,right,GO
2018-12-16T18:04:41.799Z,36.53,24.42,0.96,2.03,0.08,91.34,192.41,None,2555161,Blake Martinez,50,ILB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,33.44,20.12,0,0,0,276.68,187.83,None,2555340,Kyler Fackrell,51,OLB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,27.07,26.67,3.07,3.79,0.29,110.5,181.27,None,2555418,Jordan Howard,24,RB,8,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.799Z,27.9,25.31,0.06,0.05,0.01,72.51,140.76,None,2558008,Mitchell Trubisky,10,QB,8,home,2018121603,105,right,
2018-12-16T18:04:41.799Z,38.35,17.48,0.12,0.06,0.01,261.57,184.22,None,2558119,Josh Jones,27,SS,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,32.15,35.32,0.01,0.02,0,109.87,105.23,None,2558250,Tarik Cohen,29,RB,8,home,2018121603,105,right,GO
2018-12-16T18:04:41.799Z,33.7,45.37,0.19,0.1,0.02,277.14,144.64,None,2560755,Josh Jackson,37,CB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,39.33,13.07,0.49,0.83,0.04,281.79,75.36,None,2560952,Jaire Alexander,23,CB,8,away,2018121603,105,right,
2018-12-16T18:04:41.799Z,32.69,25.64,0,0,0,NA,NA,None,NA,Football,NA,,8,football,2018121603,105,right,
2018-12-16T18:04:41.900Z,33.42,31.04,0.08,0.07,0.01,248.35,272.15,man_in_motion,80431,Clay Matthews,52,OLB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,47.13,30.09,1.08,0.22,0.11,295.34,20.54,man_in_motion,2506789,Tramon Williams,38,CB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,36.55,27.46,0.85,1.22,0.08,267.46,182.82,man_in_motion,2532928,Eddie Pleasant,35,SS,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,30.58,14.43,0,0,0,72.97,185.31,man_in_motion,2543509,Allen Robinson,12,WR,9,home,2018121603,105,right,HITCH
2018-12-16T18:04:41.900Z,34.3,35.42,0.04,0.07,0.01,273.29,273.15,man_in_motion,2543571,Bashaud Breeland,26,CB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,31.57,18.54,0,0,0,89.96,77.74,man_in_motion,2550284,Trey Burton,80,TE,9,home,2018121603,105,right,IN
2018-12-16T18:04:41.900Z,31.23,44.91,0.02,0.02,0.01,67.23,220.76,man_in_motion,2550617,Taylor Gabriel,18,WR,9,home,2018121603,105,right,GO
2018-12-16T18:04:41.900Z,36.51,24.32,1.15,1.73,0.11,89.57,188.8,man_in_motion,2555161,Blake Martinez,50,ILB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,33.44,20.11,0,0,0.01,276.68,190.37,man_in_motion,2555340,Kyler Fackrell,51,OLB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,27.06,26.35,3.43,3.02,0.33,113.01,181.82,man_in_motion,2555418,Jordan Howard,24,RB,9,home,2018121603,105,right,FLAT
2018-12-16T18:04:41.900Z,27.9,25.32,0.05,0.04,0,72.51,140.8,man_in_motion,2558008,Mitchell Trubisky,10,QB,9,home,2018121603,105,right,
2018-12-16T18:04:41.900Z,38.35,17.47,0.11,0.07,0.01,261.57,185,man_in_motion,2558119,Josh Jones,27,SS,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,32.15,35.32,0.01,0.01,0,109.05,103.01,man_in_motion,2558250,Tarik Cohen,29,RB,9,home,2018121603,105,right,GO
2018-12-16T18:04:41.900Z,33.72,45.35,0.21,0.12,0.02,276.48,137.7,man_in_motion,2560755,Josh Jackson,37,CB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,39.38,13.08,0.52,0.55,0.05,280.3,79.16,man_in_motion,2560952,Jaire Alexander,23,CB,9,away,2018121603,105,right,
2018-12-16T18:04:41.900Z,32.69,25.64,0,0,0,NA,NA,man_in_motion,NA,Football,NA,,9,football,2018121603,105,right,
2018-12-16T18:04:42.000Z,33.4,31.02,0.09,0.07,0.03,248.35,263.67,None,80431,Clay Matthews,52,OLB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,47.18,30.19,1.01,0.58,0.1,291.44,25.26,None,2506789,Tramon Williams,38,CB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,36.55,27.36,1.01,1.14,0.1,266.36,183.5,None,2532928,Eddie Pleasant,35,SS,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,30.58,14.43,0,0,0,72.97,185.31,None,2543509,Allen Robinson,12,WR,10,home,2018121603,105,right,HITCH
2018-12-16T18:04:42.000Z,34.29,35.4,0.07,0.05,0.02,273.9,236.07,None,2543571,Bashaud Breeland,26,CB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,31.57,18.54,0,0,0,89.96,78.62,None,2550284,Trey Burton,80,TE,10,home,2018121603,105,right,IN
2018-12-16T18:04:42.000Z,31.23,44.91,0.02,0.02,0,67.23,220.19,None,2550617,Taylor Gabriel,18,WR,10,home,2018121603,105,right,GO
2018-12-16T18:04:42.000Z,36.49,24.18,1.4,1.65,0.13,87.48,186.82,None,2555161,Blake Martinez,50,ILB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,33.44,20.11,0,0,0,276.68,193.99,None,2555340,Kyler Fackrell,51,OLB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,27.05,25.99,3.71,2.32,0.36,113.01,182.25,None,2555418,Jordan Howard,24,RB,10,home,2018121603,105,right,FLAT
2018-12-16T18:04:42.000Z,27.9,25.32,0.04,0.04,0,72.51,139.28,None,2558008,Mitchell Trubisky,10,QB,10,home,2018121603,105,right,
2018-12-16T18:04:42.000Z,38.34,17.47,0.09,0.06,0.01,261.57,190.22,None,2558119,Josh Jones,27,SS,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,32.15,35.32,0.01,0.01,0,109.05,105.14,None,2558250,Tarik Cohen,29,RB,10,home,2018121603,105,right,GO
2018-12-16T18:04:42.000Z,33.73,45.35,0.18,0.16,0.01,277.56,120.74,None,2560755,Josh Jackson,37,CB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,39.43,13.08,0.52,0.29,0.05,280.3,82.18,None,2560952,Jaire Alexander,23,CB,10,away,2018121603,105,right,
2018-12-16T18:04:42.000Z,32.86,25.71,6.3,0.21,0.19,NA,NA,None,NA,Football,NA,,10,football,2018121603,105,right,
2018-12-16T18:04:42.099Z,33.38,31,0.1,0.23,0.03,251.92,251.52,ball_snap,80431,Clay Matthews,52,OLB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,47.23,30.27,0.91,0.9,0.1,286.92,31.16,ball_snap,2506789,Tramon Williams,38,CB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,36.54,27.25,1.14,0.97,0.11,265.04,184.18,ball_snap,2532928,Eddie Pleasant,35,SS,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,30.58,14.43,0,0,0,72.97,177.71,ball_snap,2543509,Allen Robinson,12,WR,11,home,2018121603,105,right,HITCH
2018-12-16T18:04:42.099Z,34.29,35.37,0.12,0.02,0.03,273.9,204.72,ball_snap,2543571,Bashaud Breeland,26,CB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,31.58,18.54,0,0,0.01,89.96,88.84,ball_snap,2550284,Trey Burton,80,TE,11,home,2018121603,105,right,IN
2018-12-16T18:04:42.099Z,31.26,44.91,0.01,0.01,0.03,72.86,189.45,ball_snap,2550617,Taylor Gabriel,18,WR,11,home,2018121603,105,right,GO
2018-12-16T18:04:42.099Z,36.48,24.03,1.57,1.44,0.15,85.93,185.48,ball_snap,2555161,Blake Martinez,50,ILB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,33.42,20.12,0,0,0.02,276.68,211.35,ball_snap,2555340,Kyler Fackrell,51,OLB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,27.04,25.62,3.82,1.36,0.37,114.11,182.06,ball_snap,2555418,Jordan Howard,24,RB,11,home,2018121603,105,right,FLAT
2018-12-16T18:04:42.099Z,27.87,25.33,0.03,0.02,0.03,73.79,152.5,ball_snap,2558008,Mitchell Trubisky,10,QB,11,home,2018121603,105,right,
2018-12-16T18:04:42.099Z,38.35,17.45,0.1,0.07,0.02,261.57,185.1,ball_snap,2558119,Josh Jones,27,SS,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,32.16,35.32,0.01,0.01,0.01,109.62,103.83,ball_snap,2558250,Tarik Cohen,29,RB,11,home,2018121603,105,right,GO
2018-12-16T18:04:42.099Z,33.76,45.35,0.2,0.19,0.02,279,103.7,ball_snap,2560755,Josh Jackson,37,CB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,39.48,13.09,0.58,0.23,0.06,278.85,80.41,ball_snap,2560952,Jaire Alexander,23,CB,11,away,2018121603,105,right,
2018-12-16T18:04:42.099Z,32.2,25.69,6.32,0.57,0.66,NA,NA,ball_snap,NA,Football,NA,,11,football,2018121603,105,right,
